"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 12, 2018","37.00","35.81","37.00","34.35","9.11K","-0.83%"
"Dec 11, 2018","37.31","35.97","37.31","34.93","9.02K","0.16%"
"Dec 10, 2018","37.25","35.52","38.33","34.56","16.73K","7.75%"
"Dec 07, 2018","34.57","33.59","34.61","31.10","14.89K","0.32%"
"Dec 06, 2018","34.46","33.26","36.90","33.26","21.89K","8.33%"
"Dec 04, 2018","31.81","29.35","31.81","29.35","2.79K","8.31%"
"Dec 03, 2018","29.37","30.77","30.89","25.85","11.47K","-9.32%"
"Nov 30, 2018","32.39","33.12","33.51","32.37","6.59K","2.99%"
"Nov 29, 2018","31.45","31.45","31.99","30.68","5.84K","-1.75%"
"Nov 28, 2018","32.01","33.50","34.60","32.00","9.17K","-4.48%"
"Nov 27, 2018","33.51","32.13","34.12","32.13","5.69K","4.59%"
"Nov 26, 2018","32.04","31.88","32.28","30.82","10.44K","-0.80%"
"Nov 23, 2018","32.30","32.67","33.00","31.70","12.84K","7.95%"
"Nov 21, 2018","29.92","32.13","32.13","29.03","8.10K","-7.37%"
"Nov 20, 2018","32.30","29.39","32.66","29.39","22.51K","13.29%"
"Nov 19, 2018","28.51","29.45","29.60","27.78","12.75K","-0.38%"
"Nov 16, 2018","28.62","27.52","28.64","27.52","3.41K","1.49%"
"Nov 15, 2018","28.20","29.49","30.05","28.13","13.08K","-2.35%"
"Nov 14, 2018","28.88","25.88","29.55","25.88","33.79K","3.33%"
"Nov 13, 2018","27.95","26.15","28.16","25.66","14.57K","3.52%"
"Nov 12, 2018","27.00","23.98","27.02","23.98","6.29K","9.53%"
"Nov 09, 2018","24.65","25.00","26.00","24.27","6.64K","0.08%"
"Nov 08, 2018","24.63","23.23","24.63","22.80","17.33K","7.51%"
"Nov 07, 2018","22.91","22.84","23.46","21.83","11.15K","-6.64%"
"Nov 06, 2018","24.54","24.11","25.13","24.00","3.61K","1.32%"
"Nov 05, 2018","24.22","24.93","25.25","24.05","13.29K","-10.66%"
"Nov 02, 2018","27.11","25.13","27.36","25.13","16.55K","6.77%"
"Nov 01, 2018","25.39","25.77","26.81","25.34","15.71K","-5.30%"
"Oct 31, 2018","26.81","26.58","26.81","25.03","13.46K","-4.04%"
"Oct 30, 2018","27.94","30.26","30.26","27.84","23.10K","-6.49%"
"Oct 29, 2018","29.88","26.90","30.75","26.50","27.30K","9.97%"
"Oct 26, 2018","27.17","26.92","28.53","26.07","44.80K","3.98%"
"Oct 25, 2018","26.13","26.00","26.99","25.56","9.97K","-0.95%"
"Oct 24, 2018","26.38","22.82","26.42","22.80","21.57K","15.10%"
"Oct 23, 2018","22.92","22.06","23.85","22.06","27.11K","8.99%"
"Oct 22, 2018","21.03","19.80","21.37","19.80","19.98K","5.52%"
"Oct 19, 2018","19.93","19.84","20.06","19.43","5.78K","0.10%"
"Oct 18, 2018","19.91","19.57","20.25","19.33","11.42K","5.40%"
"Oct 17, 2018","18.89","18.32","19.35","18.32","13.29K","4.54%"
"Oct 16, 2018","18.07","18.50","18.79","17.95","7.11K","-1.53%"
"Oct 15, 2018","18.35","18.80","19.24","18.35","17.35K","-4.58%"
"Oct 12, 2018","19.23","18.24","20.15","18.24","17.90K","-1.49%"
"Oct 11, 2018","19.52","18.71","19.80","18.36","36.98K","6.61%"
"Oct 10, 2018","18.31","16.56","18.31","16.56","45.48K","11.10%"
"Oct 09, 2018","16.48","17.44","17.44","16.08","32.13K","-5.18%"
"Oct 08, 2018","17.38","17.98","17.98","17.07","6.32K","-0.52%"
"Oct 05, 2018","17.47","17.45","17.69","17.26","8.62K","0.40%"
"Oct 04, 2018","17.40","16.96","17.58","16.53","43.81K","3.57%"
"Oct 03, 2018","16.80","17.87","17.97","16.72","39.42K","-6.30%"
"Oct 02, 2018","17.93","17.55","18.28","17.55","14.96K","0.79%"
"Oct 01, 2018","17.79","17.91","18.07","17.52","18.94K","-3.42%"
"Sep 28, 2018","18.42","18.89","18.89","17.88","32.62K","-0.97%"
"Sep 27, 2018","18.60","18.72","19.02","18.42","22.33K","-3.53%"
"Sep 26, 2018","19.28","18.60","19.29","18.60","16.16K","7.11%"
"Sep 25, 2018","18.00","17.87","18.09","17.82","6.19K","0.45%"
"Sep 24, 2018","17.92","17.87","18.42","17.30","19.21K","-2.61%"
"Sep 21, 2018","18.40","18.72","18.72","18.10","7.30K","0.11%"
"Sep 20, 2018","18.38","18.08","18.61","18.00","5.14K","-0.43%"
"Sep 19, 2018","18.46","19.12","19.12","18.34","27.72K","-4.85%"
"Sep 18, 2018","19.40","19.26","19.78","19.22","14.46K","-3.77%"
"Sep 17, 2018","20.16","19.68","20.31","19.64","5.70K","2.08%"
"Sep 14, 2018","19.75","19.55","19.79","19.40","7.88K","-0.15%"
"Sep 13, 2018","19.78","19.62","20.31","19.62","4.45K","1.44%"
"Sep 12, 2018","19.50","19.91","19.91","19.15","5.01K","-3.56%"
"Sep 11, 2018","20.22","21.34","21.56","20.13","18.87K","-5.29%"
"Sep 10, 2018","21.35","20.90","21.41","20.74","8.64K","-0.28%"
"Sep 07, 2018","21.41","21.02","22.05","21.02","23.44K","2.88%"
"Sep 06, 2018","20.81","20.05","21.02","20.02","21.65K","5.37%"
"Sep 05, 2018","19.75","19.83","20.50","19.69","21.29K","1.28%"
"Sep 04, 2018","19.50","18.61","19.68","18.29","14.06K","4.67%"
