Date,Price,Open,High,Low,Vol.,Change %
25-Aug-16,759.22 ,756.00 ,760.56 ,754.74 ,1.62M,0.26%
24-Aug-16,757.25 ,763.00 ,763.41 ,755.36 ,1.74M,-0.68%
23-Aug-16,762.45 ,763.31 ,764.70 ,761.00 ,1.52M,0.39%
22-Aug-16,759.48 ,757.50 ,759.85 ,752.10 ,1.68M,0.29%
19-Aug-16,757.31 ,761.90 ,762.49 ,756.89 ,2.34M,-0.94%
18-Aug-16,764.46 ,764.00 ,765.17 ,760.60 ,1.46M,-0.02%
17-Aug-16,764.63 ,764.41 ,765.22 ,759.20 ,1.89M,0.08%
16-Aug-16,764.04 ,768.62 ,768.73 ,763.82 ,1.60M,-0.58%
15-Aug-16,768.49 ,771.90 ,772.04 ,767.71 ,2.12M,-0.53%
12-Aug-16,772.56 ,768.46 ,773.15 ,768.42 ,1.56M,0.17%
11-Aug-16,771.24 ,769.94 ,773.75 ,769.12 ,2.02M,0.35%
10-Aug-16,768.56 ,769.80 ,772.10 ,766.19 ,1.60M,0.03%
09-Aug-16,768.31 ,767.39 ,772.60 ,766.90 ,1.88M,0.23%
08-Aug-16,766.56 ,766.81 ,767.00 ,761.01 ,1.99M,0.08%
05-Aug-16,765.98 ,764.81 ,768.47 ,763.09 ,2.70M,0.68%
04-Aug-16,760.77 ,753.70 ,765.00 ,750.35 ,3.18M,0.81%
03-Aug-16,754.64 ,757.06 ,758.89 ,752.25 ,3.58M,-0.78%
02-Aug-16,760.58 ,763.81 ,765.01 ,757.02 ,3.60M,-0.93%
01-Aug-16,767.74 ,759.87 ,770.50 ,757.06 ,3.58M,1.18%
29-Jul-16,758.81 ,765.00 ,766.00 ,755.00 ,6.78M,0.82%
28-Jul-16,752.61 ,745.98 ,753.36 ,739.70 ,7.62M,2.16%
27-Jul-16,736.67 ,737.97 ,740.94 ,733.86 ,2.91M,0.15%
26-Jul-16,735.59 ,742.71 ,743.13 ,732.75 ,2.53M,-0.54%
